id,review,auxiliary_sentence,label
18,因喜歡高雄所以常去高雄旅行，幾乎住遍了高雄四星、五星級飯店，這次因為肺炎疫情股票慘賠所以選相對便宜的京城飯店住三天，但整體而言除了設施稍微老舊外其他都很滿意，房間整潔很舒服浴缸也很大，服務人員也和熱心協助停車，一點也不輸高雄那棟很高的五星級飯店,性價比,1
18,因喜歡高雄所以常去高雄旅行，幾乎住遍了高雄四星、五星級飯店，這次因為肺炎疫情股票慘賠所以選相對便宜的京城飯店住三天，但整體而言除了設施稍微老舊外其他都很滿意，房間整潔很舒服浴缸也很大，服務人員也和熱心協助停車，一點也不輸高雄那棟很高的五星級飯店,乾淨,1
18,因喜歡高雄所以常去高雄旅行，幾乎住遍了高雄四星、五星級飯店，這次因為肺炎疫情股票慘賠所以選相對便宜的京城飯店住三天，但整體而言除了設施稍微老舊外其他都很滿意，房間整潔很舒服浴缸也很大，服務人員也和熱心協助停車，一點也不輸高雄那棟很高的五星級飯店,客房,1
18,因喜歡高雄所以常去高雄旅行，幾乎住遍了高雄四星、五星級飯店，這次因為肺炎疫情股票慘賠所以選相對便宜的京城飯店住三天，但整體而言除了設施稍微老舊外其他都很滿意，房間整潔很舒服浴缸也很大，服務人員也和熱心協助停車，一點也不輸高雄那棟很高的五星級飯店,設施,2
24,因為和老朋友相見聚會，途中想找個地方過一夜好好地息休，「途中玉里青年旅舍」提供的服務很棒，乾淨有溫暖的背包客床，淋浴及廁所，我自己沒吃完的東西也有冰箱提供暫時存放的服務等，旅舍感覺人到了老地方的感覺，若是只想你是旅行途中找個休息過夜，明天繼續前行的話，這裡真的很適合！很棒。,服務,1
24,因為和老朋友相見聚會，途中想找個地方過一夜好好地息休，「途中玉里青年旅舍」提供的服務很棒，乾淨有溫暖的背包客床，淋浴及廁所，我自己沒吃完的東西也有冰箱提供暫時存放的服務等，旅舍感覺人到了老地方的感覺，若是只想你是旅行途中找個休息過夜，明天繼續前行的話，這裡真的很適合！很棒。,位置,0
24,因為和老朋友相見聚會，途中想找個地方過一夜好好地息休，「途中玉里青年旅舍」提供的服務很棒，乾淨有溫暖的背包客床，淋浴及廁所，我自己沒吃完的東西也有冰箱提供暫時存放的服務等，旅舍感覺人到了老地方的感覺，若是只想你是旅行途中找個休息過夜，明天繼續前行的話，這裡真的很適合！很棒。,性價比,0
24,因為和老朋友相見聚會，途中想找個地方過一夜好好地息休，「途中玉里青年旅舍」提供的服務很棒，乾淨有溫暖的背包客床，淋浴及廁所，我自己沒吃完的東西也有冰箱提供暫時存放的服務等，旅舍感覺人到了老地方的感覺，若是只想你是旅行途中找個休息過夜，明天繼續前行的話，這裡真的很適合！很棒。,乾淨,1
24,因為和老朋友相見聚會，途中想找個地方過一夜好好地息休，「途中玉里青年旅舍」提供的服務很棒，乾淨有溫暖的背包客床，淋浴及廁所，我自己沒吃完的東西也有冰箱提供暫時存放的服務等，旅舍感覺人到了老地方的感覺，若是只想你是旅行途中找個休息過夜，明天繼續前行的話，這裡真的很適合！很棒。,客房,1
24,因為和老朋友相見聚會，途中想找個地方過一夜好好地息休，「途中玉里青年旅舍」提供的服務很棒，乾淨有溫暖的背包客床，淋浴及廁所，我自己沒吃完的東西也有冰箱提供暫時存放的服務等，旅舍感覺人到了老地方的感覺，若是只想你是旅行途中找個休息過夜，明天繼續前行的話，這裡真的很適合！很棒。,設施,0
26,一、由於連續入住需要使用洗衣機、脫水機，沒想到四台壞了三台，皆貼上故障紙條，而脫水機根本無法使用。,服務,0
26,一、由於連續入住需要使用洗衣機、脫水機，沒想到四台壞了三台，皆貼上故障紙條，而脫水機根本無法使用。,位置,0
26,一、由於連續入住需要使用洗衣機、脫水機，沒想到四台壞了三台，皆貼上故障紙條，而脫水機根本無法使用。,性價比,0
26,一、由於連續入住需要使用洗衣機、脫水機，沒想到四台壞了三台，皆貼上故障紙條，而脫水機根本無法使用。,乾淨,0
26,一、由於連續入住需要使用洗衣機、脫水機，沒想到四台壞了三台，皆貼上故障紙條，而脫水機根本無法使用。,客房,0
26,一、由於連續入住需要使用洗衣機、脫水機，沒想到四台壞了三台，皆貼上故障紙條，而脫水機根本無法使用。,設施,2
27,房間很舒適，睡得很安穩老闆還會分享美食很有心來台東可以來住哦推推推！！！,服務,1
27,房間很舒適，睡得很安穩老闆還會分享美食很有心來台東可以來住哦推推推！！！,位置,0
27,房間很舒適，睡得很安穩老闆還會分享美食很有心來台東可以來住哦推推推！！！,性價比,0
27,房間很舒適，睡得很安穩老闆還會分享美食很有心來台東可以來住哦推推推！！！,乾淨,0
27,房間很舒適，睡得很安穩老闆還會分享美食很有心來台東可以來住哦推推推！！！,客房,1
27,房間很舒適，睡得很安穩老闆還會分享美食很有心來台東可以來住哦推推推！！！,設施,0
30,水龍頭水不好不集中 水太小,服務,0
30,水龍頭水不好不集中 水太小,位置,0
30,水龍頭水不好不集中 水太小,性價比,0
30,水龍頭水不好不集中 水太小,乾淨,0
30,水龍頭水不好不集中 水太小,客房,2
30,水龍頭水不好不集中 水太小,設施,0
31,地點離其他景點非常的近，非常方便,服務,0
31,地點離其他景點非常的近，非常方便,位置,1
31,地點離其他景點非常的近，非常方便,性價比,0
31,地點離其他景點非常的近，非常方便,乾淨,0
31,地點離其他景點非常的近，非常方便,客房,0
31,地點離其他景點非常的近，非常方便,設施,0
34,旅展買住宿券，然後要住又要加錢（旅展時沒說要加錢），早餐不好吃,服務,2
34,旅展買住宿券，然後要住又要加錢（旅展時沒說要加錢），早餐不好吃,位置,0
34,旅展買住宿券，然後要住又要加錢（旅展時沒說要加錢），早餐不好吃,性價比,2
34,旅展買住宿券，然後要住又要加錢（旅展時沒說要加錢），早餐不好吃,乾淨,0
34,旅展買住宿券，然後要住又要加錢（旅展時沒說要加錢），早餐不好吃,客房,0
34,旅展買住宿券，然後要住又要加錢（旅展時沒說要加錢），早餐不好吃,設施,0
36,安靜乾淨位置又離各個景點近,服務,0
36,安靜乾淨位置又離各個景點近,位置,1
36,安靜乾淨位置又離各個景點近,性價比,0
36,安靜乾淨位置又離各個景點近,乾淨,1
36,安靜乾淨位置又離各個景點近,客房,0
36,安靜乾淨位置又離各個景點近,設施,0
37,毛巾浴巾老舊，隔音須改善,服務,0
37,毛巾浴巾老舊，隔音須改善,位置,0
37,毛巾浴巾老舊，隔音須改善,性價比,0
37,毛巾浴巾老舊，隔音須改善,乾淨,0
37,毛巾浴巾老舊，隔音須改善,客房,2
37,毛巾浴巾老舊，隔音須改善,設施,0
38,房內空間夠大，地理位置可看到海景，晚上周邊很安靜，不會影響睡眠品質,服務,0
38,房內空間夠大，地理位置可看到海景，晚上周邊很安靜，不會影響睡眠品質,位置,1
38,房內空間夠大，地理位置可看到海景，晚上周邊很安靜，不會影響睡眠品質,性價比,0
38,房內空間夠大，地理位置可看到海景，晚上周邊很安靜，不會影響睡眠品質,乾淨,0
38,房內空間夠大，地理位置可看到海景，晚上周邊很安靜，不會影響睡眠品質,客房,1
38,房內空間夠大，地理位置可看到海景，晚上周邊很安靜，不會影響睡眠品質,設施,0
39,早餐不那麼ok，講坦白很不好吃！！,服務,2
39,早餐不那麼ok，講坦白很不好吃！！,位置,0
39,早餐不那麼ok，講坦白很不好吃！！,性價比,0
39,早餐不那麼ok，講坦白很不好吃！！,乾淨,0
39,早餐不那麼ok，講坦白很不好吃！！,客房,0
39,早餐不那麼ok，講坦白很不好吃！！,設施,0
41,老闆和老闆娘人很好，房間很大很整潔很舒適，老闆娘做的早餐很好吃！,服務,1
41,老闆和老闆娘人很好，房間很大很整潔很舒適，老闆娘做的早餐很好吃！,位置,0
41,老闆和老闆娘人很好，房間很大很整潔很舒適，老闆娘做的早餐很好吃！,性價比,0
41,老闆和老闆娘人很好，房間很大很整潔很舒適，老闆娘做的早餐很好吃！,乾淨,1
41,老闆和老闆娘人很好，房間很大很整潔很舒適，老闆娘做的早餐很好吃！,客房,1
41,老闆和老闆娘人很好，房間很大很整潔很舒適，老闆娘做的早餐很好吃！,設施,0
43,有個很大的陽台，但可惜的是在住宅區內，在陽台放鬆的時候許多鄰居們的窗戶也都很近很近，陽台也就變的中看不重用,服務,0
43,有個很大的陽台，但可惜的是在住宅區內，在陽台放鬆的時候許多鄰居們的窗戶也都很近很近，陽台也就變的中看不重用,位置,0
43,有個很大的陽台，但可惜的是在住宅區內，在陽台放鬆的時候許多鄰居們的窗戶也都很近很近，陽台也就變的中看不重用,性價比,0
43,有個很大的陽台，但可惜的是在住宅區內，在陽台放鬆的時候許多鄰居們的窗戶也都很近很近，陽台也就變的中看不重用,乾淨,0
43,有個很大的陽台，但可惜的是在住宅區內，在陽台放鬆的時候許多鄰居們的窗戶也都很近很近，陽台也就變的中看不重用,客房,2
43,有個很大的陽台，但可惜的是在住宅區內，在陽台放鬆的時候許多鄰居們的窗戶也都很近很近，陽台也就變的中看不重用,設施,0
45,周圍買食物方便，離高速公路也很近,服務,0
45,周圍買食物方便，離高速公路也很近,位置,1
45,周圍買食物方便，離高速公路也很近,性價比,0
45,周圍買食物方便，離高速公路也很近,乾淨,0
45,周圍買食物方便，離高速公路也很近,客房,0
45,周圍買食物方便，離高速公路也很近,設施,0
46,CP值很高的住宿體驗,服務,0
46,CP值很高的住宿體驗,位置,0
46,CP值很高的住宿體驗,性價比,1
46,CP值很高的住宿體驗,乾淨,0
46,CP值很高的住宿體驗,客房,0
46,CP值很高的住宿體驗,設施,0
47,早餐8.30才開始供應，對早起的我來說有點晚，其他都很不錯,服務,2
47,早餐8.30才開始供應，對早起的我來說有點晚，其他都很不錯,位置,0
47,早餐8.30才開始供應，對早起的我來說有點晚，其他都很不錯,性價比,0
47,早餐8.30才開始供應，對早起的我來說有點晚，其他都很不錯,乾淨,0
47,早餐8.30才開始供應，對早起的我來說有點晚，其他都很不錯,客房,0
47,早餐8.30才開始供應，對早起的我來說有點晚，其他都很不錯,設施,0
48,可拍照、遛小孩、大人小孩都滿意,服務,0
48,可拍照、遛小孩、大人小孩都滿意,位置,1
48,可拍照、遛小孩、大人小孩都滿意,性價比,0
48,可拍照、遛小孩、大人小孩都滿意,乾淨,0
48,可拍照、遛小孩、大人小孩都滿意,客房,0
48,可拍照、遛小孩、大人小孩都滿意,設施,0
49,老闆人很好，房間很大很舒服～,服務,1
49,老闆人很好，房間很大很舒服～,位置,0
49,老闆人很好，房間很大很舒服～,性價比,0
49,老闆人很好，房間很大很舒服～,乾淨,0
49,老闆人很好，房間很大很舒服～,客房,1
49,老闆人很好，房間很大很舒服～,設施,0
53,地點便利離捷運站又近,服務,0
53,地點便利離捷運站又近,位置,1
53,地點便利離捷運站又近,性價比,0
53,地點便利離捷運站又近,乾淨,0
53,地點便利離捷運站又近,客房,0
53,地點便利離捷運站又近,設施,0
54,地點離火車站非常近 老闆也很親切房間很乾淨冷氣很快就涼了讚讚 值得推薦,服務,1
54,地點離火車站非常近 老闆也很親切房間很乾淨冷氣很快就涼了讚讚 值得推薦,位置,1
54,地點離火車站非常近 老闆也很親切房間很乾淨冷氣很快就涼了讚讚 值得推薦,性價比,0
54,地點離火車站非常近 老闆也很親切房間很乾淨冷氣很快就涼了讚讚 值得推薦,乾淨,1
54,地點離火車站非常近 老闆也很親切房間很乾淨冷氣很快就涼了讚讚 值得推薦,客房,1
54,地點離火車站非常近 老闆也很親切房間很乾淨冷氣很快就涼了讚讚 值得推薦,設施,0
55,1.老闆娘很好，各種需求找她都能幫忙,服務,1
55,1.老闆娘很好，各種需求找她都能幫忙,位置,0
55,1.老闆娘很好，各種需求找她都能幫忙,性價比,0
55,1.老闆娘很好，各種需求找她都能幫忙,乾淨,0
55,1.老闆娘很好，各種需求找她都能幫忙,客房,0
55,1.老闆娘很好，各種需求找她都能幫忙,設施,0
56,老闆老闆娘很親切,服務,1
56,老闆老闆娘很親切,位置,0
56,老闆老闆娘很親切,性價比,0
56,老闆老闆娘很親切,乾淨,0
56,老闆老闆娘很親切,客房,0
56,老闆老闆娘很親切,設施,0
59,老闆及員工服務態度非常好,服務,1
59,老闆及員工服務態度非常好,位置,0
59,老闆及員工服務態度非常好,性價比,0
59,老闆及員工服務態度非常好,乾淨,0
59,老闆及員工服務態度非常好,客房,0
59,老闆及員工服務態度非常好,設施,0
60,水喔～住宿環境也很乾淨舒服，窗外風景很美有列車經過跟山相對應好像一幅畫,服務,0
60,水喔～住宿環境也很乾淨舒服，窗外風景很美有列車經過跟山相對應好像一幅畫,位置,1
60,水喔～住宿環境也很乾淨舒服，窗外風景很美有列車經過跟山相對應好像一幅畫,性價比,0
60,水喔～住宿環境也很乾淨舒服，窗外風景很美有列車經過跟山相對應好像一幅畫,乾淨,1
60,水喔～住宿環境也很乾淨舒服，窗外風景很美有列車經過跟山相對應好像一幅畫,客房,1
60,水喔～住宿環境也很乾淨舒服，窗外風景很美有列車經過跟山相對應好像一幅畫,設施,0
61,因為疫情的關係要取消訂房，播了訂房專線，結果客服人員的態度差到不行，口氣非常不好，因為疫情要取消旅遊已經很低落了，還要被用這種態度對待，覺得很差。,服務,2
61,因為疫情的關係要取消訂房，播了訂房專線，結果客服人員的態度差到不行，口氣非常不好，因為疫情要取消旅遊已經很低落了，還要被用這種態度對待，覺得很差。,位置,0
61,因為疫情的關係要取消訂房，播了訂房專線，結果客服人員的態度差到不行，口氣非常不好，因為疫情要取消旅遊已經很低落了，還要被用這種態度對待，覺得很差。,性價比,0
61,因為疫情的關係要取消訂房，播了訂房專線，結果客服人員的態度差到不行，口氣非常不好，因為疫情要取消旅遊已經很低落了，還要被用這種態度對待，覺得很差。,乾淨,0
61,因為疫情的關係要取消訂房，播了訂房專線，結果客服人員的態度差到不行，口氣非常不好，因為疫情要取消旅遊已經很低落了，還要被用這種態度對待，覺得很差。,客房,0
61,因為疫情的關係要取消訂房，播了訂房專線，結果客服人員的態度差到不行，口氣非常不好，因為疫情要取消旅遊已經很低落了，還要被用這種態度對待，覺得很差。,設施,0
63,地理位置非常好且價格非常便宜,服務,0
63,地理位置非常好且價格非常便宜,位置,1
63,地理位置非常好且價格非常便宜,性價比,1
63,地理位置非常好且價格非常便宜,乾淨,0
63,地理位置非常好且價格非常便宜,客房,0
63,地理位置非常好且價格非常便宜,設施,0
64,公共衛浴良好、床舖有上鎖的櫃子,服務,0
64,公共衛浴良好、床舖有上鎖的櫃子,位置,0
64,公共衛浴良好、床舖有上鎖的櫃子,性價比,0
64,公共衛浴良好、床舖有上鎖的櫃子,乾淨,0
64,公共衛浴良好、床舖有上鎖的櫃子,客房,1
64,公共衛浴良好、床舖有上鎖的櫃子,設施,1
65,有煙味。車庫偏小。,服務,0
65,有煙味。車庫偏小。,位置,0
65,有煙味。車庫偏小。,性價比,0
65,有煙味。車庫偏小。,乾淨,2
65,有煙味。車庫偏小。,客房,0
65,有煙味。車庫偏小。,設施,2
66,有的服務人員稍顯不夠親切與專業,服務,2
66,有的服務人員稍顯不夠親切與專業,位置,0
66,有的服務人員稍顯不夠親切與專業,性價比,0
66,有的服務人員稍顯不夠親切與專業,乾淨,0
66,有的服務人員稍顯不夠親切與專業,客房,0
66,有的服務人員稍顯不夠親切與專業,設施,0
68,住宿用品很齊全，還包含洗面乳跟乳液。,服務,0
68,住宿用品很齊全，還包含洗面乳跟乳液。,位置,0
68,住宿用品很齊全，還包含洗面乳跟乳液。,性價比,0
68,住宿用品很齊全，還包含洗面乳跟乳液。,乾淨,0
68,住宿用品很齊全，還包含洗面乳跟乳液。,客房,1
68,住宿用品很齊全，還包含洗面乳跟乳液。,設施,0
71,房間空間寬敞 枕頭跟床舒適 室內可泡溫泉 服務人員的服務員好 自助餐CP值很高,服務,1
71,房間空間寬敞 枕頭跟床舒適 室內可泡溫泉 服務人員的服務員好 自助餐CP值很高,位置,0
71,房間空間寬敞 枕頭跟床舒適 室內可泡溫泉 服務人員的服務員好 自助餐CP值很高,性價比,1
71,房間空間寬敞 枕頭跟床舒適 室內可泡溫泉 服務人員的服務員好 自助餐CP值很高,乾淨,0
71,房間空間寬敞 枕頭跟床舒適 室內可泡溫泉 服務人員的服務員好 自助餐CP值很高,客房,1
71,房間空間寬敞 枕頭跟床舒適 室內可泡溫泉 服務人員的服務員好 自助餐CP值很高,設施,0
72,以自己也是從事服務業的角度看，服務熱情，專業度高,服務,1
72,以自己也是從事服務業的角度看，服務熱情，專業度高,位置,0
72,以自己也是從事服務業的角度看，服務熱情，專業度高,性價比,0
72,以自己也是從事服務業的角度看，服務熱情，專業度高,乾淨,0
72,以自己也是從事服務業的角度看，服務熱情，專業度高,客房,0
72,以自己也是從事服務業的角度看，服務熱情，專業度高,設施,0
73,房間有斜角 感覺很不舒服,服務,0
73,房間有斜角 感覺很不舒服,位置,0
73,房間有斜角 感覺很不舒服,性價比,0
73,房間有斜角 感覺很不舒服,乾淨,0
73,房間有斜角 感覺很不舒服,客房,2
73,房間有斜角 感覺很不舒服,設施,0
74,床鋪軟硬適中，睡起來真是舒服，一覺好眠,服務,0
74,床鋪軟硬適中，睡起來真是舒服，一覺好眠,位置,0
74,床鋪軟硬適中，睡起來真是舒服，一覺好眠,性價比,0
74,床鋪軟硬適中，睡起來真是舒服，一覺好眠,乾淨,0
74,床鋪軟硬適中，睡起來真是舒服，一覺好眠,客房,1
74,床鋪軟硬適中，睡起來真是舒服，一覺好眠,設施,0
75,很舒服的空間，適合全家大小一大群人一起來這裡放空、放鬆,服務,0
75,很舒服的空間，適合全家大小一大群人一起來這裡放空、放鬆,位置,0
75,很舒服的空間，適合全家大小一大群人一起來這裡放空、放鬆,性價比,0
75,很舒服的空間，適合全家大小一大群人一起來這裡放空、放鬆,乾淨,0
75,很舒服的空間，適合全家大小一大群人一起來這裡放空、放鬆,客房,1
75,很舒服的空間，適合全家大小一大群人一起來這裡放空、放鬆,設施,0
76,住的那間浴室排水較慢,服務,0
76,住的那間浴室排水較慢,位置,0
76,住的那間浴室排水較慢,性價比,0
76,住的那間浴室排水較慢,乾淨,0
76,住的那間浴室排水較慢,客房,2
76,住的那間浴室排水較慢,設施,0
77,民宿人員服務很棒、貼心、房間很舒服、環境很幽美。,服務,1
77,民宿人員服務很棒、貼心、房間很舒服、環境很幽美。,位置,1
77,民宿人員服務很棒、貼心、房間很舒服、環境很幽美。,性價比,0
77,民宿人員服務很棒、貼心、房間很舒服、環境很幽美。,乾淨,0
77,民宿人員服務很棒、貼心、房間很舒服、環境很幽美。,客房,1
77,民宿人員服務很棒、貼心、房間很舒服、環境很幽美。,設施,0
78,住宿地點離東大門夜市很近，還不錯。,服務,0
78,住宿地點離東大門夜市很近，還不錯。,位置,1
78,住宿地點離東大門夜市很近，還不錯。,性價比,0
78,住宿地點離東大門夜市很近，還不錯。,乾淨,0
78,住宿地點離東大門夜市很近，還不錯。,客房,0
78,住宿地點離東大門夜市很近，還不錯。,設施,0
79,初二家族旅遊包5間房間，每間都很大很乾淨素西，來水社碼頭住宿找游阿嬤就對了。,服務,0
79,初二家族旅遊包5間房間，每間都很大很乾淨素西，來水社碼頭住宿找游阿嬤就對了。,位置,0
79,初二家族旅遊包5間房間，每間都很大很乾淨素西，來水社碼頭住宿找游阿嬤就對了。,性價比,0
79,初二家族旅遊包5間房間，每間都很大很乾淨素西，來水社碼頭住宿找游阿嬤就對了。,乾淨,1
79,初二家族旅遊包5間房間，每間都很大很乾淨素西，來水社碼頭住宿找游阿嬤就對了。,客房,1
79,初二家族旅遊包5間房間，每間都很大很乾淨素西，來水社碼頭住宿找游阿嬤就對了。,設施,0
81,床位有簾子，讓個人擁有一個私密空間。非常棒，每位背包客都非常有禮貌，互相配合。,服務,0
81,床位有簾子，讓個人擁有一個私密空間。非常棒，每位背包客都非常有禮貌，互相配合。,位置,0
81,床位有簾子，讓個人擁有一個私密空間。非常棒，每位背包客都非常有禮貌，互相配合。,性價比,0
81,床位有簾子，讓個人擁有一個私密空間。非常棒，每位背包客都非常有禮貌，互相配合。,乾淨,0
81,床位有簾子，讓個人擁有一個私密空間。非常棒，每位背包客都非常有禮貌，互相配合。,客房,1
81,床位有簾子，讓個人擁有一個私密空間。非常棒，每位背包客都非常有禮貌，互相配合。,設施,0
